title,intro,category,comp_name,comp_addr,role,requirement,preferred,due,tech_stack,welfare,procedure
임베디드 소프트웨어 개발자,"GINT 는 인류에게 가장 기본적이며 필수적인 산업인 농업, 그 중에서도 생산과정을 근본적으로 해결하기 위해 국내 최고 수준 오토모티브, ICT 전문가들이 모인 Ag-Tech 스타트업입니다. 
기술신용평가에서 TI-2등급이라는 최고에 가까운 등급을 받은만큼 기술력, 시장성, 사업성, 경영역량에서도 인정받았습니다.
21년까지 누적 약 100억원 투자를 유치하였고, 23년 상반기 165억 규모의 Series  B 유치를 성공적으로 마무리 지었습니다.
GINT는 여러분과 함께 자율주행 기술을 시작으로 한 본격적인 미래농업기술과 서비스 보급을 시작할 예정입니다. 
Great Inspiration to the NexT, 우리가 꿈꾸는 다음 세대를 위한 비즈니스입니다.",SW/솔루션,긴트,경기 성남시 분당구 판교로228번길 17 판교7벤처밸리 2단지 1동 4층 긴트,IMU/GPS 드라이버 개발|디바이스 드라이버 개발|AUTOSAR 기반 BSW 개발|차량 통신/진단 통신 개발|기능안전 대응 안전 매커니즘 적용 설계(ISO26262),대졸(4년제) 이상|임베디드 SW 개발 경험|C언어 기반 SW 개발 경험|마이컴 드라이버 소프트웨어 개발 경험|반도체 스펙 분석 및 이해 능력,"AUTOSAR 기반 개발 경험/지식|차량용 통신(CAN, CANFD, 진단통신) 개발 경험|기능안전, ASPICE 관련 경험/지식|차량 사이버보안 경험/지식",2024-11-13 23:59:59,C++|SW|Embedded|C,"[Autonomous] 자율적인 오피스 라이프를 만들어 갑니다.|모든 구성원들은 08시부터 10시 사이 자유롭게 출근할 수 있습니다.|직급에 관계없이 상호 존댓말을 사용하고 있습니다.|연차, 반차, 반반차 등 눈치보지 않고 자유롭게 사용하실 수 있습니다.|회식, 야근에 대한 강요가 없습니다.|새롭게 도전하고 싶거나, 무언가를 바꾸고 싶을때 언제든 누구와도 대화할 수 있습니다.|[Plant & Harvest] 심고 뿌린 만큼 거두어 갑니다.|직무, 어학, 자격증, 필요 시 학위 취득까지 ! 성장에 관한 각종 교육을 지원합니다.|경조사비(결혼,출산,부모님 고희/팔순) 지급 및 경조휴가를 드립니다.|자기계발을 위한 도서비 지원을 합니다.|성장, 목표달성, 기여도 기반으로 인센티브 제도를 운영하고 있습니다.|야근 시 택시비를 지원해드립니다.|직무 발명 보상제도를 운영하고 있습니다.|사내 추천 및 보상제도를 운영하고 있습니다.|[Sustainability] 최고의 환경과 리프레쉬로 지속가능한 성장을 지원합니다.|점심, 저녁(야근 시) 식대는 각 13,000원을 지원하고 있습니다.|다양한 간식 및 커피를 무료로 제공합니다.|장기 근속 리워드를 제공합니다.(Refresh휴가 + 선물)|매년 건강검진을 제공합니다.|임신기간 근로시간 단축제를 시행합니다.|부서운영비(팀회식비)를 분기별로 지원합니다.|수면실, 안마의자 등 편하게 휴식할 수 있는 공간이 있습니다.","[채용절차]
• 서류전형 → 1차 인터뷰(코딩테스트 + 스킬셋) → 2차 인터뷰(인성&컬처 핏) → 최종 합격
• 리더 포지션 등 필요에 따라 심화 실무 인터뷰, 레퍼런스 체크가 추가될 수 있습니다.
• 개발직군의 경우 포트폴리오 첨부해주시면 서류전형에 도움이 됩니다."
필드 엔지니어 채용,"[우리는 첨단기술을 기반으로 1차 산업의 근본적인 문제를 해결한다]

크래블은 첨단기술을 기반으로 전통적인 농업의 전자동화를 이뤄가고 있는 기업입니다.

국내 최초 농기계 텔레매틱스 시스템과 과수원을 대상으로 한 완전자율주행 농약 살포기(SS 기) 상용화, 기존 농기계 부착형 자율주행 Kit 등의 제품과 협동 로봇 플랫폼을 통해 자동, 무인화를 기반으로 1차 산업의 근본적인 문제를 해결하고 있습니다.전통적인 산업이 완전한 전자동화로 바뀐다면 어떨까요? 농업은 기피 산업이 아닌 새로운 산업으로 주목받기 시작할 것입니다. 크래블이 추구하는 AI, 로봇 플랫폼 기반 전자동 농업 시스템은 구인난, 고임금, 고령화의 문제를 해결함과 동시에 새로운 미래 산업의 표준을 제시합니다.

이미 크래블의 전자동화는 상용화로 그 기술성을 입증했고, 국내 최초라는 수식어와 함께 미래 첨단 농업의 미래를 제시했습니다.
우리와 함께 새로운 산업의 미래를 만들 구성원을 찾습니다",QA 엔지니어|기술지원,크래블,서울시 성동구 성수일로10 서울숲ITCT 1602호,"자율주행 단말 개발 검증 업무, 신규 개발 기능에 대한 결과 도출 및 평가|자율주행 시스템 현장 지원, 안정화 작업|필드 기술 지원","H/W(전자,전기), S/W에 대해 전반적인 이해가 있으신 분|운전 가능하신 분|밝고, 책임감이 있으신 분|메카닉, 로봇, 자율주행 기술에 관심이 있으신 분","다양한 직군과 협업하고 유연한 커뮤니케이션 가능한 분|검증/시스템 검증 경험이 있는 분|문제에 대한 다각도 분석으로 아이디어 도출 및 해결 가능한 분|지속적인 노력, 책임감을 바탕으로 팀과 함께 성장하고 싶은 분",2024-11-05 23:59:59,HW|SW|Linux|QA,"1. 업무에 몰입할 수 있는 최고의 환경을 제공합니다.|2호선 뚝섬역, 분당선 서울숲역에 위치한 사무실|출근 시간은 오전 10시, 퇴근시간은 저녁 6시(단축근무제)|직군별로 아이맥, 맥북 프로 혹은 동급 사양 + DELL 모니터, 고사양의 데스크탑+듀얼 모니터 등 업무 생산성을 극대화하기 위한 장비 지원|2. 노력과 성과에 따른 보상을 제공합니다.|동종업계 연봉보장/ 성과에 따른 합리적인 보상 보장|프로젝트 별 인센티브 지급|성장/성과에 따른 인센티브지급|3.구성원의 성장을 격려하고 지원합니다.|체력 단련, 강의 수강, 취미 클래스 등 년간 30만원의 자기개발비 지급|성장을 위한 업무관련 교육 및 세미나 100% 지원|업무관련/자기계발서 도서 무제한 지원|4.맛있는 식사를 지원합니다.|점심식사 무료 제공|편의점급 과자와 음료수, 고급 원두커피, 과일 등|각종 제철 과일, 지역 명물 특산물 상시 제공|5.구성원의 주어진 휴가는 자유롭게 사용가능합니다.|연간 휴가비 30만원 지원|병원진료를 위한 근무 중 외출에 대한 연차 미차감|눈치 보지 않고 자유롭게 사용하는 휴가 문화|6.이 외, 구성원분들을 위한 다양한 제도가 준비되어 있습니다.|생일 / 입사기념일 선물 지급|명절 선물 지급|워크샵/ 연말회식 등 다양한 사내행사|경조사 지원 (경조휴가, 경조화환, 경조금 등)|외근, 야근 택시비 100% 지원","• 채용절차 : 서류 접수 - 검토 후 개별 연락 - 면접전형 - 채용 확정
• 근무시간 : 월~금 10:00-18:00 (단축근무)
• 지원방법 : 점핏 이력서 접수 (포트폴리오 등 자유)
• 입사지원 서류에 허위사실이 발견될 경우, 채용 확정 이후라도 채용이 취소될 수 있습니다."
SW Application 개발,"에이엠㈜는 20년간 휴대폰-통신모듈-IoT-Automotive-AI-Cloud 제품을 개발, 출시하여 시장을 선도해 온 회사입니다.
과천 사옥 입주를 기점으로 에이엠텔레콤에서 에이엠으로 사명을 변경하고 새롭게 출발합니다.
최고 수준의 기술개발인재들이 모여 5G, 미래전장사업(TCU등), 차세대단말기의 새로운 시대를 열어 나갈 소중한 인재를 기다립니다.",안드로이드 개발자|SW/솔루션,에이엠,경기 과천시 과천대로7가길 20 프리즘스퀘어1,SW Application 개발,"신입~경력15년이하 개발자|사용 언어: C / C++, python, Java, Qt/C#/VC++ 등|OS 경험 : Linux, Android, RTOS, Windows 등","전장 및 IoT 모듈, Smart phone, IoT 서버 운용 경험자 우대, Window 응용프로그램 개발 경험자 우대|컴퓨터공학, 정보통신공학, 전자공학 전공자 우대",2024-11-21 23:59:59,Android OS|C++|Linux|Visual C++|Java|Qt|Python|C|C#|Windows|RTOS,"- 선택적 복지포인트|: 자유로운 자기계발과 여가활동을 지원하기 위하여 일정 포인트를 지급하여 자유롭게 선택하여 사용할 수 있습니다.|- 근무제도|: 선택적 근무시간제로 월 근로시간 범위내에서 본인이 근로시간을 유연하게 설정하는 근무제도를 운영중입니다.|- 경조휴가|: 회사에서는 축하 또는 조의의 마음을 표하기 위하여 경조금과 경조화환(조화), 장의용품을 전달하고|경조휴가를 부여하고 있습니다.|- 장기근속포상|: 일정 기간 동안 근속한 직원들을 위해 장기근속포상금을 지급하고 있습니다.|- 대출|: 임직원의 복리증진과 생활안정을 목적으로 사내대출 지원제도를 마련해 드리고 있습니다.|- 단체상해보험|: 단체상해보험에 가입하여 각종 상해, 사고, 질병에 대한 위험부담을 최소화 할 수 있도록 보장하고 있습니다.|- 콘도|: 회사와 제휴된 콘도를 다양한 할인 혜택을 받아 이용할 수 있습니다.|- 퇴직금|: 퇴직연금제도를 운영하여 사외에 적립.운용하고 있습니다.|- 인센티브|: 회사 경영실적 및 개인성과에 따라 인센티브를 지급하고 있습니다.|- 선물|: 명절선물, 생일선물, 신규입사자 웰컴키트|- 교육/생활|: 신입사원교육(OJT), 직무능력향상교육, 리더십강화교육, 멘토링제도, 점심식대 제공, 사내동호회 운영|- 조직문화|: 회식강요안함, 자율복장|- 휴가제도|: 연차/반차/반반차 본인희망일에 자유롭게 사용 가능, 경조휴가제, 근로자의날/창립기념일 휴무, 하계휴가비 지원","[채용절차]
• 서류전형 → 1차면접 → 2차 면접 → 최종합격
※절차는 변경될 수 있습니다."
SW System 개발,"에이엠㈜는 20년간 휴대폰-통신모듈-IoT-Automotive-AI-Cloud 제품을 개발, 출시하여 시장을 선도해 온 회사입니다.
과천 사옥 입주를 기점으로 에이엠텔레콤에서 에이엠으로 사명을 변경하고 새롭게 출발합니다.
최고 수준의 기술개발인재들이 모여 5G, 미래전장사업(TCU등), 차세대단말기의 새로운 시대를 열어 나갈 소중한 인재를 기다립니다.",SW/솔루션|안드로이드 개발자,에이엠,경기 과천시 과천대로7가길 20 프리즘스퀘어1,System Software (Firmware) 개발|Linux / Android OS 및 Device driver 개발|5G 모듈 및 TCU 개발 업무,"신입~경력15년이하|사용언어 : C/C++, OS: Linux, RTOS|개발환경: Linux / Windows",Linux / Android OS / Device driver 개발 경험자|Board bring up 개발 경험(BSP)|Qualcomm Chipset 개발 및 디버깅 툴 사용 경험자,2024-11-21 23:59:59,C++|Linux|FW|C|RTOS,"- 선택적 복지포인트|: 자유로운 자기계발과 여가활동을 지원하기 위하여 일정 포인트를 지급하여 자유롭게 선택하여 사용할 수 있습니다.|- 근무제도|: 선택적 근무시간제로 월 근로시간 범위내에서 본인이 근로시간을 유연하게 설정하는 근무제도를 운영중입니다.|- 경조휴가|: 회사에서는 축하 또는 조의의 마음을 표하기 위하여 경조금과 경조화환(조화), 장의용품을 전달하고|경조휴가를 부여하고 있습니다.|- 장기근속포상|: 일정 기간 동안 근속한 직원들을 위해 장기근속포상금을 지급하고 있습니다.|- 대출|: 임직원의 복리증진과 생활안정을 목적으로 사내대출 지원제도를 마련해 드리고 있습니다.|- 단체상해보험|: 단체상해보험에 가입하여 각종 상해, 사고, 질병에 대한 위험부담을 최소화 할 수 있도록 보장하고 있습니다.|- 콘도|: 회사와 제휴된 콘도를 다양한 할인 혜택을 받아 이용할 수 있습니다.|- 퇴직금|: 퇴직연금제도를 운영하여 사외에 적립.운용하고 있습니다.|- 인센티브|: 회사 경영실적 및 개인성과에 따라 인센티브를 지급하고 있습니다.|- 선물|: 명절선물, 생일선물, 신규입사자 웰컴키트|- 교육/생활|: 신입사원교육(OJT), 직무능력향상교육, 리더십강화교육, 멘토링제도, 점심식대 제공, 사내동호회 운영|- 조직문화|: 회식강요안함, 자율복장|- 휴가제도|: 연차/반차/반반차 본인희망일에 자유롭게 사용 가능, 경조휴가제, 근로자의날/창립기념일 휴무, 하계휴가비 지원","[채용절차]
• 서류전형 → 1차면접 → 2차 면접 → 최종합격
※절차는 변경될 수 있습니다."
NLP Researcher / Engineer,"Allganize 는 AI 가 사람의 언어를 이해하고, 그에 맞는 액션을 자동화 할 수 있는 Natural Language Understanding (NLU) API 와 이 NLU API 를 이용한 금융, 보험, 커머스 등의 고객 서포트에 특화된 Answer Bot을 제공하고 있습니다. 고객사들로부터 어떤 솔루션보다도 높은 정확도의 NLU API 를 제공하고 있다는 평가를 받고 있습니다.

특히 기계 독해 라는 기술을 사용해서 AI 가 직원과 고객들의 질문에 대해서 방대한 문서에서 자동으로 답변을 할 수 있는 부분에 집중을 하고 있습니다. 고객사는 한국/미국/일본에 있고, 한국의 고객사는 SKT, LG U+, 현대카드, 코스맥스 등이 있고, 글로벌한 고객사는 KDDI, JPOWER 등 여러 곳이 있습니다.

본사는 미국 휴스턴에 있으며, 미국 실리콘밸리와 일본 도쿄, 서울 강남 등에 오피스를 두고 있습니다. 2017년과 2019년에 Seed Round 와 Series A 라운드로 총 500만 달러를 투자 유치하였으며 작년 3월에는 Series A2 투자로 1,000만 달러를 유치하기도 했습니다.

회사는 매 분기별 300% 이상 급 성장 하고 있으며, 같이 회사의 성장을 이끌어나갈 좋은 인재를 모시고자 합니다.

올거나이즈 이창수 대표 인터뷰
http://jmagazine.joins.com/forbes/view/334556

딥테크 스타트업 창업가 11인에 선정된 올거나이즈
https://www.chosun.com/economy/smb-venture/2021/12/28/4KHHTFWA6ZCHHN42ISHJMHPJBA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news",인공지능/머신러닝,올거나이즈코리아,서울 강남구 테헤란로8길 16 8층,"[LLM 기반의 기업용 질문 / 답변 시스템 개발]|고객의 질문에 대한 적절한 답변을 생성하는 시스템을 고도화합니다.|RAG: Retrieval System과 LLM Model을 활용해 적절한 답변을 생성합니다.|Chain 최적화: LLM Chain 을 최적화합니다.|Text2SQL: DB 를 자연어로 쿼리하기 위하여 자연어를 SQL 로 변환합니다.|[LLM 기반의 기업용 업무 자동화 시스템 개발]|기업의 다양한 직군별 업무를 LLM 이 처리할 수 있도록 합니다.|추천 및 문서 분류, 문서 내 주요 정보 추출, 문서간 비교 등을 LLM 을 활용하여 합니다.|[모델 개발]|sLLM: 오픈소스 모델(ex. llama 등)을 활용하여 Instruction을 잘 따르고 Human preference도 잘하는 모델을 만듭니다.|Multi-modal: 복잡한 표, 그래프, 이미지를 기반으로 정답을 생성하는 Multi-modal LLM을 개발합니다.|[엔지니어링]|MLops: LLM Model 서빙 및 학습, Triton을 이용한 모델 자동 서빙, MLFlow를 이용한 실험 관리 등 Model과 관련된 전반적인 업무를 수행합니다.|Data Pipeline: Generative Model을 활용한 Synthetic Data 생성 및 관리하는 시스템을 개발합니다.|Document Layout Analysis: 다양한 문서 형태(ex. 테이블 구조, 다단 구조, Image format 문서 등)에서 올바르게 텍스트 추출 및 정제하는 시스템을 개발합니다.|PoC: 빠른 데모 개발, 다양한 LLM 서비스 아이디어 구현을 통해 고객의 요구사항을 빠르게 검토합니다.""","딥러닝 및 NLP의 개념을 깊게 이해하고 원리를 설명 가능하신 분|Python 사용이 능숙하신 분|백엔드의 코드 변경이 고객에게 어떤 영향을 미치는지 고객 관점에서 생각하실 수 있는 분|고객의 요구사항에 대해서 기민하게 반응하고, 디자이너, 기획자, 세일즈와 커뮤니케이션이 가능한 분|Readable 한 코드를 작성하시는 분|본인이 알고 있는 지식을 팀원과 공유하는데 적극적이신 분|문제에 대해 깊은 고민과 해결 방안을 제시 하실 수 있는 분","최신 NLP (특히 LLM) 모델을 사용하거나 공부한 경험이 있으신 분|NLP Production 개발 경험이 있으신 분|Large scale web application 개발 경험이 있으신 분|Open Source 를 사용할 때 가급적 코드의 내부를 들여다 보시는 분|AI 관련 Challenge 수상 실적(캐글 및 해커톤 등) 또는 논문 작성 경험이 있으신 분|대화형 인공지능 제품을 많이 사용해보고, 어떻게 하면 좋은 답변을 제공할지 고민해보신 분|LLM Model을 serving하거나 finetuning 해보신 분|적절한 답변 유도를 위해 Prompt engineering을 수행해보신 분",2024-11-05 23:59:59,AI/인공지능|NLP|Python,"[글로벌 인재로 성장할 수 있는 기회]|미국 휴스턴 본사 및 실리콘 밸리, 일본 도쿄에 있는 팀과 일할 수 있는 글로벌한 업무 환경을 제공해드려요.|미국 본사로 Exchange Program(1-2개월)을 운영하며 희망할 경우 경비를 지원 해드려요.|조직 목표 달성시 글로벌팀이 한자리에 모이는 Global Offsite를 운영하고 있어요.(2022년 12월 태국 파타야에서 진행)|[자율적이고 업무 몰입을 돕는 근무 환경]|근무시간은 9시 - 6시가 기본이지만 상황에 맞게 유연한 출/퇴근이 가능해요.|고사양의 노트북과 모니터를 지원해드려요. 그 외에도 필요한 장비를 적극 지원해드리고 있습니다.|사무실에 나오시는 날은 식대 걱정 없도록, 점심 및 저녁 식사 비용을 지원합니다.|당 떨어지는 일 없도록, 사무실에는 항시 간식을 구비하고 있어요.|[그 외에 제공 해드리는 것들]|자기계발비를 지원해드려요.|도서 구입비용을 지원해드려요.|설과 추석에는 명절 선물을 지급해드려요.|종합 건강 검진을 지원해드려요.|연차 외 유급 병가제도와 연말 약 1주 간의 전사 Off기간을 운영하고 있어요.",-
[에너지IT기업]  전산 관리자,https://haezoom.career.greetinghr.com/,기술지원|정보보안 담당자,해줌,"서울 송파구 법원로 128, A동 706호","레거시 서비스 유지보수 (Python 기반)|사내 보안 관리 (DLP, 네트워크 보안)|회사 노트북 및 장비 관리",신입 가능 (경력 무관)|Python 언어 활용 가능|컴퓨터에 대한 기본 이해,Python 서비스 개발 경험|사내 보안 관리 경험,2024-11-30 23:59:59,Python,"8시~10시 내가 원하는 시간에 출근하는 선택적 근로시간제 진행중!|1개월 1회, 자기개발 하러 조기퇴근 gogo!|깨끗하고 운동장 같이 넓은 사무실|열심히 일한 당신, 떠나라! GWP를 위한 분기별 플레이샵|술만 마시는 회식은 노노! 맛있는 것 먹고 즐길 수 있는 회식 분위기|나만을 위한 기념을 만들 수 있는 휴가, 마이데이|고민거리 걱정마세요, 전문상담사에게 받는 심리상담, EAP|매일 다른 구성원들과의 맛있는 점심식사, 비용 지원까지!|부서별 원활한 소통을 위한 간식비 지원|볼링, 영화, 풋살 등 동호회 적극 지원",• 채용 프로세스 : 서류전형 - 실무 면접- 인성 면접(인성검사)- 처우협의 - 입사
프론트엔드(web/플러터) 엔지니어 채용 (판교),저희 피플밤은 제주도에서 가장 핫한 플랫폼이 되도록 노력하여 제주도중심의 감성숙소앱(제주다봄)을 출시해서 서비스 운영 하고 있으며 2024년 판교에 기술연구소를 두고 신규플랫폼(F&B관련) 개발을 하며 사업확장을 하고 있습니다.,프론트엔드 개발자,피플밤,제주특별자치도 제주시 중앙로14길 21 (삼도이동) 410호,[ 우리와 함께 이런 일을 해요! ]|신규플랫폼(큰 틀에서 F&B분야입니다.) 및 기존 플랫폼 app / web을 개발합니다.|기술스택이 app개발은 flutter 경험 필수이며 web경력의 언어는 무관합니다.|수습기간 3개월(계약직) 근무 후 평가에 따라 정규직전환,[ 필수적인 사항입니다. ]|flutter를 기반으로 하는 프로젝트 출시 1개 이상경험|web 개발 프로젝트 1개 이상경험,[ 이런 분이라면 더더욱 좋아요! ]|성실하고 타인의 의견 수용력이 좋은분.|해보지 않은기술의 빠른 습득력이 있으신분.|프로젝트 리딩능력 및 적극적인 의사소통|클라우드 인프라 이관등의 경험|장차 cto를 희망하는분,2024-11-20 23:59:59,JavaScript|Java|JSP|Infra|Flutter,[ 이렇게대우합니다. ]|최고의 인재를 위한 최고 수준의 업무용 장비(맥북프로 혹은 동급 사양 및 모니터 등 기타 장비)를 지원합니다.|장기적으로 크게 기여해주신 분께는 의미 있는 스톡옵션의 기회도 드립니다.|생일날 오후 반차를 지원합니다.|야근시 저녁도 제공합니다.,"[어떤 방식으로 채용하나요?]
• 면접 진행은 1차 - 2차(과제제출) - 3차(대면면접)으로 나누어지고 작은 조직이라 모두 대표가 직접 진행합니다.
• 1차는 zoom 면접으로 직무 보다 컬처핏에 관한 인성부분을 집중적으로 보며 약 30분이내로 종료가 됩니다.
• 1차결과는 3일안에 메일로 보내드리고 1차통과하신 분에 한하여 2차 사전과제가 주어집니다.
• 사전과제 통과자에 한해 3차 대면면접이 이루어집니다.
• 면접형식은 면접자가 먼저 자신이 했던 부분과 과제에 대한 부분을 자유로운 발표형식으로 진행합니다.
• 발표형식은 어떠한것이든지 상관없으며 10분이내로 준비해주시고 총 면접시간은 질문 포함 1시간이내로 종료가 됩니다.
• 각 차수별 면접자 중 탈락자에게는 소정의 사례가 지급됩니다. 단, 작은 스타트업이라 금액이 약소한점 다시한번 양해부탁드립니다.

채용 프로세스는 상황에 따라 유동적으로 조정될 수 있습니다"
SW Protocol 개발,"에이엠㈜는 20년간 휴대폰-통신모듈-IoT-Automotive-AI-Cloud 제품을 개발, 출시하여 시장을 선도해 온 회사입니다.
과천 사옥 입주를 기점으로 에이엠텔레콤에서 에이엠으로 사명을 변경하고 새롭게 출발합니다.
최고 수준의 기술개발인재들이 모여 5G, 미래전장사업(TCU등), 차세대단말기의 새로운 시대를 열어 나갈 소중한 인재를 기다립니다.",SW/솔루션,에이엠,경기 과천시 과천대로7가길 20 프리즘스퀘어1,SW Protocol 개발,"신입~경력15년이하|LTE/5G/V2X/GNSS/UICC/IMS protocol 개발 경력|Linux/Android Data/WiFi framework 개발 경력|RF SW 개발 경력|사용 언어 : C, C++",전공 : 전자/전산 관련학과,2024-11-21 23:59:59,C++|Linux|FW|C|RTOS,"- 선택적 복지포인트|: 자유로운 자기계발과 여가활동을 지원하기 위하여 일정 포인트를 지급하여 자유롭게 선택하여 사용할 수 있습니다.|- 근무제도|: 선택적 근무시간제로 월 근로시간 범위내에서 본인이 근로시간을 유연하게 설정하는 근무제도를 운영중입니다.|- 경조휴가|: 회사에서는 축하 또는 조의의 마음을 표하기 위하여 경조금과 경조화환(조화), 장의용품을 전달하고|경조휴가를 부여하고 있습니다.|- 장기근속포상|: 일정 기간 동안 근속한 직원들을 위해 장기근속포상금을 지급하고 있습니다.|- 대출|: 임직원의 복리증진과 생활안정을 목적으로 사내대출 지원제도를 마련해 드리고 있습니다.|- 단체상해보험|: 단체상해보험에 가입하여 각종 상해, 사고, 질병에 대한 위험부담을 최소화 할 수 있도록 보장하고 있습니다.|- 콘도|: 회사와 제휴된 콘도를 다양한 할인 혜택을 받아 이용할 수 있습니다.|- 퇴직금|: 퇴직연금제도를 운영하여 사외에 적립.운용하고 있습니다.|- 인센티브|: 회사 경영실적 및 개인성과에 따라 인센티브를 지급하고 있습니다.|- 선물|: 명절선물, 생일선물, 신규입사자 웰컴키트|- 교육/생활|: 신입사원교육(OJT), 직무능력향상교육, 리더십강화교육, 멘토링제도, 점심식대 제공, 사내동호회 운영|- 조직문화|: 회식강요안함, 자율복장|- 휴가제도|: 연차/반차/반반차 본인희망일에 자유롭게 사용 가능, 경조휴가제, 근로자의날/창립기념일 휴무, 하계휴가비 지원","[채용절차]
• 서류전형 → 1차면접 → 2차 면접 → 최종합격
※절차는 변경될 수 있습니다."
HW개발자 채용,"에이엠㈜는 20년간 휴대폰-통신모듈-IoT-Automotive-AI-Cloud 제품을 개발, 출시하여 시장을 선도해 온 회사입니다.
과천 사옥 입주를 기점으로 에이엠텔레콤에서 에이엠으로 사명을 변경하고 새롭게 출발합니다.
최고 수준의 기술개발인재들이 모여 5G, 미래전장사업(TCU등), 차세대단말기의 새로운 시대를 열어 나갈 소중한 인재를 기다립니다.",HW/임베디드,에이엠,경기 과천시 과천대로7가길 20 프리즘스퀘어1,하드웨어(RF/Baseband) 개발|개발 검증 & 양산 지원|인증 시험 및 디버깅|유해 물질 등록 및 관리,경력 : 신입~15년이하|HW개발자로 성장하고 싶은 분 (졸업예정자 가능)|전장(NAD/TCU/V2X) HW 개발 유경험자|통신(4G/5G) 모듈/단말기 RF/Baseband 설계 유경험자|5G/LTE/Wi-Fi/BT/GPS/Audio 개발,Qualcomm 4G/5G Chipset 개발 경험자 우대|전자/통신/전파공학 또는 유사학과 전공자,2024-11-21 23:59:59,HW|RF,"- 선택적 복지포인트|: 자유로운 자기계발과 여가활동을 지원하기 위하여 일정 포인트를 지급하여 자유롭게 선택하여 사용할 수 있습니다.|- 근무제도|: 선택적 근무시간제로 월 근로시간 범위내에서 본인이 근로시간을 유연하게 설정하는 근무제도를 운영중입니다.|- 경조휴가|: 회사에서는 축하 또는 조의의 마음을 표하기 위하여 경조금과 경조화환(조화), 장의용품을 전달하고|경조휴가를 부여하고 있습니다.|- 장기근속포상|: 일정 기간 동안 근속한 직원들을 위해 장기근속포상금을 지급하고 있습니다.|- 대출|: 임직원의 복리증진과 생활안정을 목적으로 사내대출 지원제도를 마련해 드리고 있습니다.|- 단체상해보험|: 단체상해보험에 가입하여 각종 상해, 사고, 질병에 대한 위험부담을 최소화 할 수 있도록 보장하고 있습니다.|- 콘도|: 회사와 제휴된 콘도를 다양한 할인 혜택을 받아 이용할 수 있습니다.|- 퇴직금|: 퇴직연금제도를 운영하여 사외에 적립.운용하고 있습니다.|- 인센티브|: 회사 경영실적 및 개인성과에 따라 인센티브를 지급하고 있습니다.|- 선물|: 명절선물, 생일선물, 신규입사자 웰컴키트|- 교육/생활|: 신입사원교육(OJT), 직무능력향상교육, 리더십강화교육, 멘토링제도, 점심식대 제공, 사내동호회 운영|- 조직문화|: 회식강요안함, 자율복장|- 휴가제도|: 연차/반차/반반차 본인희망일에 자유롭게 사용 가능, 경조휴가제, 근로자의날/창립기념일 휴무, 하계휴가비 지원","[채용절차]
• 서류전형 → 1차면접 → 2차 면접 → 최종합격
※절차는 변경될 수 있습니다."
전장 Firmware SW 개발자,"에이엠㈜는 20년간 휴대폰-통신모듈-IoT-Automotive-AI-Cloud 제품을 개발, 출시하여 시장을 선도해 온 회사입니다.
과천 사옥 입주를 기점으로 에이엠텔레콤에서 에이엠으로 사명을 변경하고 새롭게 출발합니다.
최고 수준의 기술개발인재들이 모여 5G, 미래전장사업(TCU등), 차세대단말기의 새로운 시대를 열어 나갈 소중한 인재를 기다립니다.",SW/솔루션,에이엠,경기 과천시 과천대로7가길 20 프리즘스퀘어1,전장 Firmware SW 개발,"신입~경력15년이하|사용언어 및 OS : C, Embedded Linux, RTOS","QualComm Chip/BSP 으로 펌웨어 개발 경험자 우대|Linux 환경에서 펌웨어 개발 경험자 우대|Power Management(PM), Audio Device Driver 개발 경험자 우대",2024-11-21 23:59:59,C++|Linux|Embedded Linux|C,"- 선택적 복지포인트|: 자유로운 자기계발과 여가활동을 지원하기 위하여 일정 포인트를 지급하여 자유롭게 선택하여 사용할 수 있습니다.|- 근무제도|: 선택적 근무시간제로 월 근로시간 범위내에서 본인이 근로시간을 유연하게 설정하는 근무제도를 운영중입니다.|- 경조휴가|: 회사에서는 축하 또는 조의의 마음을 표하기 위하여 경조금과 경조화환(조화), 장의용품을 전달하고|경조휴가를 부여하고 있습니다.|- 장기근속포상|: 일정 기간 동안 근속한 직원들을 위해 장기근속포상금을 지급하고 있습니다.|- 대출|: 임직원의 복리증진과 생활안정을 목적으로 사내대출 지원제도를 마련해 드리고 있습니다.|- 단체상해보험|: 단체상해보험에 가입하여 각종 상해, 사고, 질병에 대한 위험부담을 최소화 할 수 있도록 보장하고 있습니다.|- 콘도|: 회사와 제휴된 콘도를 다양한 할인 혜택을 받아 이용할 수 있습니다.|- 퇴직금|: 퇴직연금제도를 운영하여 사외에 적립.운용하고 있습니다.|- 인센티브|: 회사 경영실적 및 개인성과에 따라 인센티브를 지급하고 있습니다.|- 선물|: 명절선물, 생일선물, 신규입사자 웰컴키트|- 교육/생활|: 신입사원교육(OJT), 직무능력향상교육, 리더십강화교육, 멘토링제도, 점심식대 제공, 사내동호회 운영|- 조직문화|: 회식강요안함, 자율복장|- 휴가제도|: 연차/반차/반반차 본인희망일에 자유롭게 사용 가능, 경조휴가제, 근로자의날/창립기념일 휴무, 하계휴가비 지원","[채용절차]
• 서류전형 → 1차면접 → 2차 면접 → 최종합격
※절차는 변경될 수 있습니다."
