title,intro,category,comp_name,comp_addr,role,requirement,preferred,due,tech_stack,welfare,procedure
프론트엔드 개발자 (React),창업 이후 병 의원 용 솔루션 소프트웨어 개발 시작 의료 마케팅 전자 의무 기록 시스템 혁신 위해 도전 개발자 마케팅 전문가 의료인 자문 단 주축 의료 소프트웨어 기업 온라인 혁신 환자 관리 용 매니저 솔루션 업계 최초 온 오프라인 연동 전자 의무 기록 탄생 위해 솔루션 고객 사용자 관점 혁신 위해 동행 프론트 엔드 개발자 모시 EMR,프론트엔드 개발자,티엔에이치,"경기 성남시 분당구 성남대로779번길 18, 5층",개발 팀 고객 사 지속 안정 제공 목표 회사 적극 인재 채용 상세 주요 업무 아래 일 당사 프론트엔드 서비스 솔루션 개발 기존 서비스 유지 보수 프론트엔드 서비스 최적화 작업 디자인 패턴 활용 아키텍처 컴포넌트 설계 지속 고민 UI/,리액트 개발 경험 최소 이상 필수 기본 지식 유닛 테스트 사용 경험 활용 개발 경험 CS CI/CD GitAction Jest Redux,설계 경험 분 프로젝트 설계 서비스 경험 분 기술 관심 프론트 엔드 개발 자질 분 MSA,2024-11-12 16:00:00,JavaScript|TypeScript|React|Redux|jQuery,건강 연 종합 건강 검진 가족 양도 가능 예방 접종 지원 업무 집중 최신 제공 노트북 데스크탑 선택 사내 카페테리아 스낵바 운영 개인 사물함 제공 업무 도서 구매 무한 제공 야근 시 교통비 식대 제공 주말 대체 휴무 제공 휴식 점심시간 제공 식대 제공 명절 선물 향비 생일 파티 휴가 비 장기 근속 포상 자율 휴가 사용 조휴 가제 법정 공휴일 휴무 가족 행사 경조사 결혼 출산 리조트 이용권 언제 어디 서나 사용 복지 포인트 제공 개발 문화 코드 리뷰 프로젝트 회고 운영 방식 개발 회의 참석 조직 목표 회의 최신 기술 지향 Study Group Agile scrum Cloud MSA DR,채용 절차 전화 인터뷰 차 인터뷰 코딩 테스트 개발자 기술 인터뷰 차 인터뷰 처우 협의 절차 변경 차 차 인터뷰 하루 진행 최소 소요 지원 시 주의 사항 개월 수습 기간 포트폴리오 제출 시 초과 경우 링크 기재 참고 사항 합격자 한해 연락 채용 수시 진행 우수 인재 채용 시 마감
백엔드 개발자 (JavaScript),창업 이후 병 의원 용 솔루션 소프트웨어 개발 시작 의료 마케팅 전자 의무 기록 시스템 혁신 위해 도전 개발자 마케팅 전문가 의료인 자문 단 주축 의료 소프트웨어 기업 온라인 혁신 환자 관리 용 매니저 솔루션 업계 최초 온 오프라인 연동 전자 의무 기록 탄생 위해 솔루션 고객 사용자 관점 혁신 위해 동행 백엔드 개발자 EMR,서버/백엔드 개발자,티엔에이치,"경기 성남시 분당구 성남대로779번길 18, 5층",개발 팀 고객 사 지속 안정 제공 목표 회사 적극 인재 채용 상세 주요 업무 아래 일 당사 백엔드 서비스 솔루션 개발 기존 서비스 유지 보수 백엔드 서비스 최적화 작업 디자인 패턴 활용 아키텍처 설계,기본 지식 활용 개발 경험 CS Mysql Node.js Javascript TypeScript,설계 경험 분 프로젝트 설계 서비스 경험 분 유닛 테스트 사용 경험 기술 관심 학습 프로젝트 적극 적용 의지 분 MSA CI/CD,2024-11-12 16:00:00,JavaScript|TypeScript|MySQL|Node.js|Linux,건강 연 종합 건강 검진 가족 양도 가능 예방 접종 지원 업무 집중 최신 제공 노트북 데스크탑 선택 사내 카페테리아 스낵바 운영 개인 사물함 제공 업무 도서 구매 무한 제공 야근 시 교통비 식대 제공 주말 대체 휴무 제공 휴식 점심시간 제공 식대 제공 명절 선물 향비 생일 파티 휴가 비 장기 근속 포상 자율 휴가 사용 조휴 가제 법정 공휴일 휴무 가족 행사 경조사 결혼 출산 리조트 이용권 언제 어디 서나 사용 복지 포인트 제공 개발 문화 코드 리뷰 프로젝트 회고 운영 방식 개발 회의 참석 조직 목표 회의 최신 기술 지향 Study Group Agile scrum Cloud MSA DR,채용 절차 전화 인터뷰 차 인터뷰 코딩 테스트 개발자 기술 인터뷰 차 인터뷰 처우 협의 절차 변경 차 차 인터뷰 하루 진행 최소 소요 지원 시 주의 사항 개월 수습 기간 포트폴리오 제출 시 초과 경우 링크 기재 참고 사항 합격자 한해 연락 채용 수시 진행 우수 인재 채용 시 마감
Go (Golang) 백엔드 개발자,창업 이후 병 의원 용 솔루션 소프트웨어 개발 시작 의료 마케팅 전자 의무 기록 시스템 혁신 위해 도전 개발자 마케팅 전문가 의료인 자문 단 주축 의료 소프트웨어 기업 온라인 혁신 환자 관리 용 매니저 솔루션 업계 최초 온 오프라인 연동 전자 의무 기록 탄생 위해 솔루션 고객 사용자 관점 혁신 위해 동행 백엔드 개발자 EMR,서버/백엔드 개발자,티엔에이치,"경기 성남시 분당구 성남대로779번길 18, 5층",고객 사 지속 안정 제공 목표 회사 적극 인재 채용 주요 업무 아래 일 서비스 변환 도구 개발 의료 차트 시스템 백엔드 개발 Database,언어 기초 지식 사용 무리 분 이해 작성 자신 분 Go Query,유닛 테스트 사용 경험 기술 관심 학습 프로젝트 적극 적용 의지 분 사용 경험 CI/CD Teraterm,2024-11-12 16:00:00,Golang|MySQL|Go,건강 연 종합 건강 검진 가족 양도 가능 예방 접종 지원 업무 집중 최신 제공 노트북 데스크탑 선택 사내 카페테리아 스낵바 운영 개인 사물함 제공 업무 도서 구매 무한 제공 야근 시 교통비 식대 제공 주말 대체 휴무 제공 휴식 점심시간 제공 식대 제공 명절 선물 향비 생일 파티 휴가 비 장기 근속 포상 자율 휴가 사용 조휴 가제 법정 공휴일 휴무 가족 행사 경조사 결혼 출산 리조트 이용권 언제 어디 서나 사용 복지 포인트 제공 개발 문화 코드 리뷰 프로젝트 회고 운영 방식 개발 회의 참석 조직 목표 회의 최신 기술 지향 Study Group Agile scrum Cloud MSA DR,채용 절차 전화 인터뷰 차 인터뷰 코딩 테스트 개발자 기술 인터뷰 차 인터뷰 처우 협의 절차 변경 차 차 인터뷰 하루 진행 최소 소요 지원 시 주의 사항 개월 수습 기간 포트폴리오 제출 시 초과 경우 링크 기재 참고 사항 합격자 한해 연락 채용 수시 진행 우수 인재 채용 시 마감
[신입] 시스템 엔지니어,데이터 얼마나 얼마나 효율 처리 기업 경쟁력 가야 데이터 데이터 저장 사용 가공 보호 보관 복제 관 격 이동 기술 기반 가치 창 출하 기술 구현 기술 경쟁력 국산 목표 가야 데이터 임 직원 한마음 뜻 노력 ICT ICT,devops/시스템 엔지니어,가야데이터,경상남도 진주시 정촌면 연꽃로165번길 5,정보 자원 운용 전산 시설 인프라 내 가상화 백업 시스템 구축 개발 자사 데이터 백업 솔루션 소프트웨어 지속 개발 패치 업무 서버 스토리 구축 개발 전산 기술 지원 IT Ex VTL CDP GUI IT,신입 대졸 이상,우대 신입 가능 학과 전공자 해당 직무 인턴 경력 운전 가능 인근 거주,2024-11-06 15:00:00,Windows Server|VMware vSphere|Linux|Microsoft SQL Server|Oracle|WordPress|vmware,업무 활동 비 지급 상여금 명절 선물 워크샵 휴게실 통신비 지급 점심 식대 추가 지원 외,
Wi-Fi 소프트웨어 개발자 신입 채용,에이치 디오 코스닥 상장회사 치 에프 알 주 자회사 설립 와이파이 기반 유 무선 통신 장비 개발 회사 로서 국내 와이파이 통신망 구축 최근 국내 사업자 차세대 와이파이 기술 성공 개발 상용 완료 원천 발사 역할 뿐 경험 기초 모듈 사업 전개 국내 유일 기술 동시 확보 회사 자부 H1 Radio AP Router WiFi Bluetooth Gateway AP Endpoint Client,SW/솔루션,에이치원래디오,경기 안양시 동안구 벌말로 123 평촌스마트베이 1510호,유 무선 네트워크 소프트웨어 개발 임베디드 리눅스 기반 Wi Fi,프로그래밍 가능 임베디드 리눅스 기반 개발 경력 보유 인터넷 통신 프로토콜 이해 개발 경험 경력 신입 C SW,무선 네트워크 제품 개발 경력 보유 칩셋 솔루션 개발 경력 보유 프로토콜 기능 개발 경력 보유 보안 필터 기능 개발 경력 보유 계측기 사용 디버깅 테스트 유 경험 IEEE a/ax Wi Fi L2 GARP DHCP IGMP NAT ebtables iptables N2X,2024-11-28 23:59:59,Embedded Linux|C|L2,급여 제도 보험 퇴직 연금 우수 사원 포상 장기 근속 포상 조직 문화 연차 사용 자유 복장 야근 강요 안함 회식 강요 안함 선물 장기 근속 선물 생일 선물 웰컴 키트 리프 레시 육아휴직 산전 후 휴가 공휴일 휴무 근로자 날 휴무 차 조휴 가제 연차 기타 음료 제공 식비 지원 간식 제공 구내식당 자기계발 비 지원 교육비 지원 출퇴근 주 시행 주 준수 시차 출퇴근 제 원금 복지 포인트 통신비 지원 건강검진 연 건강검진,면접 입사 지원 서류 허위 사실 발견 경우 채용 확정 이후 채용 취소 상황 차 면접 진행
Linux OS 개발 및 OS 관리 채용,싸이몬 설립 회사 자본금 매출 액 사원수 명 규모 고용노동부 선정 청년 친 강소기업 경기 용인시 수지구 포은대로 번길 처 광교 지식 산업 센터 위치 제조업 소프트웨어 사업,HW/임베디드,싸이몬,경기 용인시 수지구 포은대로59번길 37 시그니처광교 지식산업센터 1010호~1015호,임베디드 커널 드라이버 개발 임베디드 개발 개발 검증 컨테이너 구축 관리 개발 서버 운영 관리 S/W Docker Linux OS,컴퓨터공학 공학 전기 전자 학과 전공자 신입 경력 이하 컨테이너 사용 경험 구축 운영 경험 개발 경험 임베디드 제품 개발 양산 경험 S/ Docker DKAS Yocto project,앱 개발 경험 이해 능력 보유 Qt Application Embedded Linux kernel,2024-11-06 23:59:59,Linux|SW|Yocto|Qt|Embedded|Docker,명절 복지 설 추석 상여 지급 야근 식대 야근 시 저녁 식대 지원 출퇴근 셔틀 운영 출퇴근 지원 셔틀 무료 운영 건강검진 상당 검진 비 지원 유연근무제 아기 만 이하 자녀 근로자 위해 시차 출근 운영 경조사 지원 사비 경조 휴가 제공 자기계발 지원 직무 능력 향상 교육 제공 에버랜드 입장권 지원 합리 가격 테마 파크 이용 카페테리아 사내 휴게실 커피 제공 눈치 연차 사용 NO,
Backend Server 개발자 모집,개발자 모집 인텔리 코드 설립 인공 지능 데이터 분석 서비스 플랫폼 개발 전자 통신 금융 분야 고객 사 플랫폼 제공 고객 기반 서비스 구축 운영 저희 협업 장기 솔루션 개발 인재 Backend Server AWS,서버/백엔드 개발자,인텔리코드,"경기 수원시 영통구 광교로 105 경기R&DB센터 705호, 711호",빅데이터 인공 지능 플랫폼 개발 현재 운영 중인 추가 기능 개발 Backend Server Service Server,기술 보유 기술 보유 개발 경험 보유 통신 프로토콜 지식 보유 활용 기술 보유 지식 보유 Python Programming Java Programming HTTP S Socket Network TCP/IP Django framework,이용 개발 경험 보유 개발 경험 보유 이용 개발 경험 보유 이용 개발 경험 보유 사용 경험 보유 이용 개발 경험 보유 튜닝 경험 보유 Fastapi framework HTTP Server WebSocket Server Spring Jetty framework HTTP Server Apache MINA framework TCP Socket Server Public Cloud AWS Azure Google Java GC Garbage Collection,2024-11-20 23:59:59,Django|TCP/IP|FastAPI|AWS|Java|Backendless|Python|WebSocket|SQL|Network,최신 노트북 모니터 지급 연차 분위기 연차 차 점심 식대 간식 음료수 캡슐 커피 제공 팀웍 위 팀 활동 비 지원 자기 성장 도서 구입 지원 패밀리 데이 월 조기 퇴근 정규직 프로젝트 별 리프 레쉬 휴가 장기 근속 리프 레쉬 휴가 담당 업무 문의사항 공고 담당자 이메일 문의 주시 회신,
2차전지 검사기 개발자 신입직 채용 (천안근무),저희 아이비 젼웍스 이차전지 검사 전문 회사 사업 확장 인재 모집 이차전지 글로벌 사 검사 기 납품 중이 내년 상장 목표 사업 진행중 사업 소재 대전 천안 지사 광교 지사 운영,SW/솔루션,아이비젼웍스,"대전 유성구 테크노2로 187, 109호",비젼 검사 기 응용 프로그램 알고리즘 개발,신입 직 개발 스킬 C,컴퓨터 소프트웨어 전공자 상처리 라이브러리 사용 경험 검사 장비 개발 경험 해외 출장 어려움 분 팀 단위 경험 Open CV Mil Halcon,2024-11-07 23:59:59,OpenCV|C++|Mfc,매년 영업 이익 인 센티 브 장거리 출퇴근 시 유류 비 제공 숙소 원금 제공 명절 보너스 명절 무시 특별 근로 수당 지급 출근 탄력 무제 운영 휴일 무시 평일 대체 휴무 제 해외 출장 수당 유럽 미국 중국 교통비 숙박 비 별도 지급 출장 시 숙소 신규 재직 내일 공제 지원 자유 복장 연차 사용 근로자 휴가 비지 사업 참여 중 석식 제공 도서 구입 지원 음료 간식 제공,채용 절차 인성 검사 차 인터뷰 처우 협의 절차 변경 지원 시 주의 사항 개월 수습 기간 수습 기간 동일 급여 복리 후생 보장 포트폴리오 제출 시 초과 경우 링크 기재 참고 사항 합격자 한해 연락 채용 수시 진행 우수 인재 채용 시 마감
[플레이오] 데이터 분석가 (Data Analyst),지엔 컴퍼니 게임 사의 니즈 최적화 마케팅 제공 게이머 전용 플랫폼 플레이 오 안드로이드 앱 서비스 게임 사전예약 출시 후 성장 플레이 오만 마케팅 솔루션 게임 마케팅 캠페인 진행 게임 사랑 유저 최고 혜택 제공 플랫폼 지향 게임 엔터테인먼트 경험 가치 한국 시작 미국 일본 서비스 대만 진출 플레이 오 플레이 게이머 존중 세상 게임 가치 넷마블 네오위즈 여 개 파트너 사 협업 개 이상 게임 입점해 백만 이상 게임 다운로드 백만 이상 앱 다운로드 안드로이드 앱 앱 출시 준비 GNA COMPANY Playio Best Value for Gamers Nexon NC Moon Active iOS,DBA,지엔에이컴퍼니,서울 서초구 방배로27길 8 3층,활용 전사 활용 대시보드 구축 분석 니즈 구조 설계 통해 적재 데이터 분석 통해 인사이트 발굴 제품 팀 사업 팀 인사이트 전달 BI Tool Tableau DW/DM,활용 데이터 추출 분석 어려움 분 실험 프레임워크 사용 어려움 분 프로 덕트 비즈니스 핵심 지표 설정 지표 위해 가설 실험 직접 개선 분 SQL Funnel Cohort A/B Test,애드 테크 분야 관심 분 정의 정의 해결 걸 두려움 분 활용 분 DuckDB DBT,2024-11-13 23:59:59,Python|SQL|Tableau,개인 성장 팀 성장 개인 위해 지원 마다 업무 용 도구 적극 사용 중 장비 지원 모니터 기본 사용 필요시 듀얼 모니터 지원 업무 도서 구입 지원 오전 사이 출근 주 재택 근무 음료 리프 레시 소통 휴식 공간 마음 건강 위해 심리상담 지원 생일 선물 경조사 명절 선물 Slack Notion Jira SaaS MacBook Pro/Air iMac gram,계약 직 개월 평가 후 정규직 전환 가능 전형 면접 전형 처우 협의 최종 합격
ML Researcher (머신러닝 연구원),메이 아이 기업 우리 오프라인 매장 방문객 데이터 분석 인공 지능 솔루션 매쉬 스타트업 수준 매쉬 환경 정확도 유지 논문 선정 혁신 수상 다방면 성과 우리 기술 증명 하반기 원 규모 시리즈 유치 성공 마무리 기반 시장 점유 목전 우리 성장 속도 히치하이커 make offline smart with AI mAsh CVPR CES A,인공지능/머신러닝,메이아이,서울 강남구 삼성로85길 26 5층,인공 지능 스타트업 메이 아이 경력 무관 대체복무 가능 메이 아이 타의 추종 불허 매쉬 독보 기술 객체 검 식별 안정 재 식별 필터 링 데이터 분석 메이 아이 매쉬 환경 분석 인공 지능 만듭니 주요 모델 정확도 향상 위 연구 개발 동영상 사람 검 출하 추적 서로 다른 카메라 동일인 식별 동영상 사람 성별 연령 예측 기반 각 인물 공간 내 전체 동선 추적 제품 확장 고객 충족 위 기술 프로토타이핑 연구 개발 예 방문객 상품 상호 작용 분석 기술 방문객 특정 광고 물 시청 분석 기술 매장 관리 위 도난 위험 감지 기술 채용 배경 메이 아이 영상 분석 시스템 하루 영상 처리 하나 매장 하루 분석 방문객 최대 명 달 메이 아이 고객 지금 순간 고객 사가 것 매쉬 분석 영상 양 종류 증가 것 의미 변수 존재 상황 성능 유지 데 모듈 지속 개선 따라서 능력 보유 모시 다음 미션 해결 환경 정확도 유지 엔진 연구 개발 업종 고객 만족 시장 확보 엔진 연구 개발 비용 시간 최소한 리소스 소비 엔진 연구 개발 메이 아이 시리즈 투자 유치 료 통해 증명 이제 시리즈 과정 메이 아이 가파르 성장 원동력 동료 mAy I ML Position ML Researcher Team ML Research Team ML ML ML ML Human object Multi Human object Tracker Person Re identifier Gender/age Estimator Person Re Multi camera multi object tracking ML ML Research ML ML ML ML A,메이 아이 기술 최전선 일 매쉬 인공 지능 직 따라서 머신 러닝 분야 전문성 그 준 수준 역량 요구 보유 능력 한계 발휘 폭 지원 의사결정 약속 컴퓨터 머신 러닝 분야 연구 개발 경력 분야 논문 적용 역량 수학 컴퓨팅 지식 기반 정의 그것 해결 과정 성향 메이 아이 공감 마음 ML,지원 위 필수 조건 보유 계시 수행 때 도움 역량 도메인 집중 연구 보신 경험 머신 러닝 연구 진행 논문 특허 작성 보신 경험 대량 영상 데이터 연구 개발 사용 관리 보신 경험 컴퓨터 멀티미디어 컴퓨팅 전문 지식 팀 풀 풀 문제 앞서 기술 바 환경 방문객 데이터 더 더 추출 엔진 것 여기 더 란 하루 평균 명 방문 공간 구조 공간 린징 환경 데이터 추출 엔진 것 의미 더 란 매장 방문 상품 방문 이벤트 상품 얼마나 적극 체험 광고 얼마나 주의 시청 도난 특이 행동 정량 데이터 엔진 것 의미 더 데이터 오프라인 공간 더 것 궁극 목표 일 메이 아이 에픽 스토리 테스 계층 업무 시스템 활용 팀 전체 에픽 스토리 정의 위해 논의 달성 위 테스 각자 정의 실행 테스 주 단위 스프린트 관리 매 스프린트 시작 초기 미팅 끝 리뷰 미팅 진행 진행 상황 스케줄 효율 대해 이야기 팀 내 정의 목표 위해 각자 연구 방향성 설정 연구 결과 통해 실력 증명 또한 경우 특정 주제 세미나 진행 혼자 것 위해 노력 가치 메이 아이 기술 고성능 엔진 직접 개발 또한 업계 최고 성능 기록 국내 굴지 대기업 만족 오프라인 공간 방문객 데이터 분석 아래 고도화 연구 활동 지원 예 분야 논문 발표 업계 최고 수준 기술 증명 바 따라서 합류 고객 사의 컴퓨터 기술 연구 내용 실제 제품 반영 가치 제공 경험 무엇 여정 동료 메이 아이 현재 팀 문화 능동 위 팀 문화 Object Detection Multi Object Tracking Person Re Identification Age Estimation ML Research ML Research ML ML ML ML Researcher ML Research ML Research AI ML Research Human Object Interaction ML Research,2024-11-30 15:00:00,AI/인공지능|MachineLearning,최대 자유 속 최고 효율 핫 타임 제도 저녁 삶 아침 삶 히치하이커 평일 오후 사무실 상주 원격 근무 제도 핫 타임 이외 곳 근무 각자 최대 효율 낼 곳 라면 어디 유연 근무 제도 시간 불문 주 회사 기여 밤 집중 부엉이 아침 에너지 까치 환영 전체 정렬 시스템 스프린트 주 단위 관리 스프린트 시작 첫 영업일 히치하이커 업무 상황 공유 연차 차 시스템 연차 차 사용 때 사유 결제 휴식 언제 푹 쉬 리프 레시 휴가 제도 장기 근속 대상 리프 레시 휴가 원금 지급 다시금 컨디션 메이 아이 여행 업무 몰입 효율 것 지원 최신 업무 지원 업무 자격증 취득 비용 지원 업무 용 소품 데스크 원금 지원 분야 제한 도서 구매 비 전액 지원 업무 용 서비스 구독료 지원 출장 비 업무 비용 일체 지원 강의 세미나 컨퍼런스 참가 비 지원 부분 신규 입사 웰컴 기프트 제공 미사 용 연차 수당 지급 경조 휴가 비 물품 지원 야간 근무 시 택시 비 지원 생일 축하 이벤트 선물 제공 건강 검진 할인 명절 선물 제공 중소기업 소득세 신청 회식비 전액 지원 자율 참석 보험 가입,직전 연봉 대비 협상 포지션 산업 기능 요원 요원 전직 편입 산업 기능 요원 보충역 전직 편입 현역 전직 요원 보충역 현역 모두 전직 편입 만남 준비 합류 여정 안내 전형 자유 양식 이력서 자기 소개 포트폴리오 제출 사진 가족 사항 신체 정보 출신 지역 직무 관계 정보 비대 인터뷰 직무 비대 인터뷰 요청 드릴 내외 진행 업무 연관 히치하이커 인터뷰 참여 전형 송부해 주신 자료 기반 직무 경험 기술 대해 이야기 직무 인터뷰 메이 아이 사무실 대면 진행 내외 소요 예비 팀 인터뷰 참여 구체 직무 역량 경험 추구 업무 방향 대해 이야기 컬처 핏 인터뷰 메이 아이 사무실 대면 비 대면 진행 내외 소요 메이 아이 대표 인터뷰 참여 업무 문화 추구 가치 메이 아이 문화 적합 대해 이야기 처우 협의 보상 안 협의 입사 일 조율 예비 히치하이커 합류 여정 상황 필요 포지션 변경 제출 주신 서류 담당자 확인 후 영업일 내 연락 합류 뒤 최대 개월 온보딩 기간 용기 온보딩 기간 서로 핏 시간 기간 내 정직 전환 자발 중지
[TADA] DevOps Engineer 신입 채용,엠블 현재 폭발 성장 업계 최고 수준 처우 구성원 혜택 모든 참여자 보상 거래 미션 아래 실생활 접목 블록 체인 개발 모빌리티 생태계 구축 현재 싱가폴 캄보디아 베트남 동남아시아 지역 운영 승차 공유 플랫폼 라이드 헤일 링 패러다임 제공 배터리 스왑 방식 삼륜차 툭툭 스테이션 제공 통해 혁신 교통 환경 제공 프로토콜 기반 모빌리티 서비스 시너지 블록 체인 기술 제공 여명 한국 오피스 여명 구성 평균 세 조직 가치 통해 직문 구현 영어 닉네임 호칭 누구 의견 제시 누적 누 액 달성 지속 유치 동남아시아 지역 운영 제로 커미션 드라이버 친 적 정책 적극 운영 이상 고객 이상 드라이버 이용 중 전기차 스테이션 출시 통해 동남아시아 모빌리티 강 부상 개 파트너 개 이상 투자 사가 조직 성공 서비스 팀 선도 기업 엔지니어 프로 덕트 매니저 디자이너 모빌리티 서비스 고민 최고 프로덕트 해결 위해 팀 현재 우리 데이터 소통 일 효율 방식 위해 고민 해결 더 나은 구조 더 나은 코드 위해 고민 해결 수평 개발 문화 통해 서로 존중 더 고도화 만들기 위해 지금 더 동료 더 알 홈페이지 연간 리포트 MVL MVLer Product MVL TADA ONiON EV E MVL Blockchain MVL MVL Culture Honest Record Company overview MVL TADA MVL Product Backend Frontend iOS Android DevOps QA MVL https mvlchain.io MVL https mvlchain.io/ q YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9 bmode view idx t board,devops/시스템 엔지니어,이지식스(엠블),서울 강남구 테헤란로20길 9 동궁빌딩 13층,주요 업무 상의 관리 리소스 운영 리소스 장애 탐지 대응 서비스 사이즈 조절 리소스 구매 운영 플래닝 업무 내용 엠블 서버 프로그램 기본 가상화 환경 구동 리소스 프로비 닝 위 코드 철학 리 포지 토리 관리 리소스 지속 업그레이드 성능 안정 꾀 도구 서비스 모니터링 장애 감지 활용 서비스 각각 개발 스테이지 프로덕션 환경 구분 관리 개발 배포 사이드이펙트 최소 AWS infrastructure resource AWS AWS EKS kubernetes AWS Git kubernetes AWS AWS Cloudwatch,신입 직 이해 컴퓨팅 클라우드 리소스 이해 사용,우대 수준 경험 분 우대 자격증 리소스 관리 경험 우대 우대 용량 서비스 데이터베이스 관리 경험 우대 경험 우대 AWS AWS Trouble,2024-11-07 23:59:59,AWS|Kubernetes|Infra,엠블 인사 제도 유연 근무 제도 운영 최고 퍼포먼스 낼 전 직원 자율 출퇴근 제 실시 업무 스케줄 조정 성과 인 센티 브 스킴 운영 열정 노력 보상 위해 업계 최고 수준 보너스 스킴 운영 영어 호칭 사용 수평 문화 나이 직책 영어 닉네임 호칭 의견 제시 신규 입사 진행 달 신규 입사 가장 친구 명 선정 질문 가이드 활동 비 지원 무제한 휴가 제공 법정 연차 외 무제한 휴가 연차 제공 엠블 혜택 지인 추천 인 센티 브 제공 우리 회사 채용 포지션 생각 언제 추천 경력 경력 경력 이상 보상 휴가 휴가 비 제공 노력 열정 감사 휴가 비용 제공 근무 휴가 근무 휴가 근무 휴가 감사패 활동 위 프로모션 제공 회사 제휴 각종 헬스 사우나 수영 골프 영화 레스토랑 커피전문점 이용 혜택 제공 반려동물 반려동물 출근 공간 마련 무제한 무료 스넥바 제공 당 충전 위해 샐러드 라면 컵밥 과자 커피 스넥 무제한 제공 해 최신 제공 최신 사양 데스크탑 모니터 업무 장비 지원 외 매년 트렌디 인사 제도 혜택 업데이트 MVL Buddy CARE MVL MacBook Windows Laptop MVLer,채용 절차 기술 면접 비대 가능 이내 레퍼런스 체크 필요시 기타 사항 지원 서류 허위 사실 발견 경우 채용 확정 이후 채용 취소
RF ICs Design/Test&Application Engineer,베 렉스 주식회사 무선통신 장비 용 반도체 선도 기업 미국 실리콘 국내 기업 부설 연구소 무 차입 경영 부채 우수 벤처기업 대통령 수상 우수 벤처기업 선정 기업 꿈 달성 인재 www.berex.com,HW/임베디드,베렉스,서울 강남구 삼성로67길 6,회로 설계 시험 측정 회로 설계 Design Engineer RF Layout LNA PA Switch Mixer Divider FEM Test Engineer RFIC Detector IoT FEM Switch Amplifier DSA Divider MCM Mixer RF Evaluation Board PCB IoT FEM LNA PA Switch Mixer Divider Application Technical Support Reference Design Final Test Setup Test Application,학력 전자 전파 통신 반도체 공학 전공 학사 학위 이상 소지 전공 석사 이상 학위 소지 우대 경력 신입 경력 이상 유 경험 경력 이상 RF MMIC design,이상 유 경험 이나 중 분야 유 경험 중 분야 유 경험 영어 중 이상 영어 회화 능력 상급 RF MMIC design CMOS SOI HRS GaAs SiGe Transistor level IC design Layout Keysight ADS AWR Software e mail O/A,2024-11-30 11:00:00,Switch|HW|RF|PCB,보험 점심 저녁 식사 제공 자녀 교육비 지원 개인 교육비 지원 자기계발 도서 구매 지원 우수 사원 장기 근속 포상 유연근무제,채용 절차 차 서류 전형 차 면접 무조건 주 근무 유연근무제 시행 급여 신입 경력 협의 후 결정 부여 Stock option
임베디드 소프트웨어 개발자 모집(Junior),디 엑스 솔루션 활용 제품 모듈 개발 통해 기술 시장 발 혁신 기술 고객 서비스 가족 임베디드 소프트웨어 개발자 로서 개발 경험 유 경험 Embedded NPU SDK,HW/임베디드|SW/솔루션,디엑스솔루션,경기 성남시 분당구 판교역로 231 에이치스퀘어 에스동 709호,개발 포팅 소프트웨어 개발 개발 Embedded Linux RTOS based embedded software BSP Framework NPU SDK,컴퓨터공학 전산학 학과 졸업 전문 대졸 이상 정보처리기사 자격증 보유 분 소프트웨어 개발 경험 분 시스템 개발 경험 기반 소프트웨어 개발 경험 분 필요 역량 개발 프로그래밍 언어 활용 경험 분 개발 기반 개발 경험 분 AI S/ Embedded Linux RTOS Window C C Python Linux Window Vitual C MFC Python,가속 기 개발 경험 분 빌드 시스템 개발 경험 분 개발 경험 분 처리 개발 경험 분 AI Yocto Embedded Linux BSP Vision,2024-11-20 23:59:59,Spring Framework|AI/인공지능|C++|Linux|SW|Embedded Linux|Embedded|Python|C|RTOS,정규직 수습 기간 개월 주 월 금 협의 시 유연 근무 가능,전형 차 실무 면접 차 인사 면접 처우 협의 입사 지원 서류 허위 사실 발견 경우 채용 확정 이후 채용 취소
